Cognitive Challenge Family Name,Individual Cognitive Challenge Short Name,Individual Cognitive Challenge Long Name,Technology Name,Linked 0/1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",Rapid 3D modelling,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",Haptic feedback equipment,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",Physical/tactile displays,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",Visual/light indicators,0,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",2D visual displays,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",3D visual displays,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",Virtual reality headsets,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",Augmented reality glasses,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Lawfare,"Understanding how to operate in areas of legal dispute, constant surveillance, complex Rules of Engagement (ROE) and ""lawfare"".",Audio indicators,0,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Touchscreens,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Touch-interactive large objects,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Gesture and movement sensors,0,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Handheld controllers,0,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Keyboard and text input devices,0,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Drawing or writing implements,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Image recognition cameras,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Eye tracking equipment,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Physiological monitors,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Physical virtual reality control interfaces,0,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Smart clothing and other wearables,0,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Telepresence equipment,1,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Speech-based interfaces,0,,,,,,,,,,,,,,,
5. Processing significant streams of surveillance/intelligence/data and understanding complex systems,Operating in a networked world,"Understanding the consequences of networks (conceptual; we live in what is fundamentally a more complex networked world - the link between actions and effects is no longer simple, proportional or tightly coupled).",Vehicle controls,0,,,,,,,,,,,,,,,
